Name,Age,Height,Reach,Sig. Str. Landed Per Min,Sig. Str. Absorbed Per Min,Takedown avg Per 15 Min,Submission avg Per 15 Min,Sig. Str. Defense (%),Takedown Defense (%),Knockdown Avg,Average fight time (secs),Sig. Str. By Position (Standing),Sig. Str. By Position (Clinch),Sig. Str. By Position (Ground),Win by Method (KO/TKO),Win by Method (Decision),Win by Method (Sub),Striking accuracy (%),Takedown Accuracy (%),Wins,Losses,Draws,Style_Boxing,Style_Brawler,Style_Brazilian Jiu-Jitsu,Style_Freestyle,Style_Grappler,Style_Jiu-Jitsu,Style_Judo,Style_Karate,Style_Kickboxer,Style_Kung Fu,Style_Kung-Fu,Style_MMA,Style_Muay Thai,Style_Sambo,Style_Striker,Style_Wrestler,Style_Wrestling,Style_Taekwondo
Ashlee Evans-Smith,0.6,0.9315068493150684,0.5806451612903225,0.358860195903829,0.4544554455445544,0.1266666666666666,0.0,0.6352941176470588,0.5,0.0,0.6141666666666667,0.2159329140461215,0.2149122807017544,0.1382978723404255,0.1764705882352941,0.0461538461538461,0.0,0.34,0.23,0.2307692307692307,0.2857142857142857,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Tonya Evinger,0.84,0.9246575342465752,0.7419354838709675,0.1032947462154942,0.398019801980198,0.124,0.0950920245398773,0.4588235294117647,0.33,0.0,0.4825,0.0265548567435359,0.0328947368421052,0.0106382978723404,0.4705882352941176,0.0615384615384615,0.0843373493975903,0.43,0.3,0.7307692307692308,0.3809523809523809,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Jessica Eye,0.6,0.9041095890410958,0.4838709677419355,0.3437221727515583,0.4148514851485149,0.0773333333333333,0.0460122699386503,0.6588235294117647,0.5700000000000001,0.0,0.7250000000000001,0.5185185185185185,0.2828947368421052,0.0851063829787234,0.1764705882352941,0.1692307692307692,0.0120481927710843,0.37,0.41,0.576923076923077,0.5238095238095237,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False
Melinda Fábián,0.5600000000000002,0.9041095890410958,0.4516129032258065,0.358860195903829,0.396039603960396,0.0,0.0,0.7411764705882353,1.0,0.0005555555555555,0.75,0.0684835779175401,0.050438596491228,0.0,0.0,0.0,0.0481927710843373,0.42,0.0,0.1538461538461538,0.1428571428571428,1.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Zarah Fairn,0.7200000000000001,0.9315068493150684,0.8709677419354835,0.4051647373107747,0.7326732673267328,0.0,0.0,0.5411764705882353,0.6,0.0,0.47,0.1118099231306778,0.0241228070175438,0.0,0.2352941176470588,0.0307692307692307,0.0,0.31,0.0,0.2307692307692307,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False
Kalindra Faria,0.6,0.917808219178082,0.2903225806451615,0.1985752448797862,0.1425742574257425,0.1746666666666666,0.0674846625766871,0.5294117647058824,0.2,0.0,0.3808333333333333,0.0139762403913347,0.0175438596491228,0.0815602836879432,0.4117647058823529,0.0923076923076923,0.0602409638554216,0.56,0.67,0.6923076923076923,0.3809523809523809,0.5,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Kelly Faszholz,0.7200000000000001,0.9315068493150684,0.5483870967741935,0.3570792520035618,0.3574257425742574,0.0,0.0,0.6235294117647059,0.44,0.0,0.7483333333333334,0.0677847658979734,0.043859649122807,0.0106382978723404,0.0,0.0,0.036144578313253,0.48,0.0,0.1153846153846153,0.0952380952380952,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Gabriella Fernandes,0.36,0.9041095890410958,0.4838709677419355,0.3321460373998219,0.5504950495049504,0.0893333333333333,0.0,0.5529411764705883,0.59,0.0,0.75,0.0992313067784765,0.0570175438596491,0.0,0.1764705882352941,0.0307692307692307,0.0240963855421686,0.5,0.22,0.3461538461538461,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False
Manon Fiorot,0.5200000000000001,0.917808219178082,0.4193548387096775,0.3873552983081032,0.3257425742574257,0.1173333333333333,0.0388548057259713,0.5764705882352941,0.6,0.0,0.75,0.3165618448637316,0.0899122807017543,0.0992907801418439,0.3529411764705882,0.0769230769230769,0.0240963855421686,0.52,0.33,0.4615384615384615,0.0476190476190476,0.0,False,False,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False
Brianna Fortino,0.3199999999999999,0.821917808219178,0.2258064516129034,0.3143365983971504,0.3198019801980198,0.3333333333333333,0.0,0.6705882352941176,0.67,0.0,0.75,0.0482180293501048,0.0723684210526315,0.0141843971631205,0.1176470588235294,0.0461538461538461,0.036144578313253,0.42,0.45,0.3461538461538461,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False
Stephanie Frausto,0.44,0.8889035806844025,0.4685351665785302,0.1273374888691006,0.3534653465346534,0.0,0.0,0.7058823529411764,0.0,0.1866666666666666,0.0033333333333333,0.0,0.0,0.0,0.0,0.0,0.2530120481927711,0.0,0.01,0.0,0.1889005602240896,0.0669642857142857,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Jinh Yu Frey,0.68,0.8630136986301369,0.4193548387096775,0.2644701691896705,0.4188118811881188,0.136,0.0296523517382413,0.611764705882353,0.9,0.0,0.645,0.1795946890286512,0.0789473684210526,0.0496453900709219,0.0588235294117647,0.123076923076923,0.0240963855421686,0.43,0.37,0.4230769230769231,0.4761904761904761,0.0,False,False,False,True,False,False,False,False,False,False,,False,False,False,False,False,False,False
Sarah Frota,0.6,0.910958904109589,0.6774193548387095,0.4024933214603739,0.2544554455445544,0.0,0.0,0.6588235294117647,0.54,0.0006,0.4608333333333334,0.076869322152341,0.0087719298245614,0.0390070921985815,0.1176470588235294,0.0307692307692307,0.0602409638554216,0.53,0.0,0.3461538461538461,0.0952380952380952,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Claudia Gadelha,0.5200000000000001,0.8767123287671232,0.3225806451612905,0.2947462154942119,0.4524752475247525,0.4039999999999999,0.0685071574642126,0.6705882352941176,0.59,8.888888888888889e-05,0.7416666666666667,0.3249475890985325,0.1359649122807017,0.2234042553191489,0.1176470588235294,0.123076923076923,0.0843373493975903,0.42,0.43,0.6923076923076923,0.238095238095238,0.0,False,False,False,False,False,True,False,False,False,False,,False,False,False,False,False,False,False
Sheila Gaff,0.4800000000000001,0.8904109589041096,0.2258064516129034,0.1424755120213713,0.2861386138613861,0.0,0.0,0.3294117647058823,0.2,0.0,0.1558333333333333,0.0013976240391334,0.0175438596491228,0.0,0.0,0.0,0.0,0.5,0.1,0.2307692307692307,0.0476190476190476,0.0669642857142857,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Melissa Gatto,0.2400000000000001,0.8904109589041096,0.6774193548387095,0.3365983971504897,0.2811881188118811,0.196,0.0501022494887525,0.6352941176470588,0.64,0.0002666666666666,0.6133333333333334,0.1362683438155136,0.0526315789473684,0.0460992907801418,0.1764705882352941,0.0307692307692307,0.0481927710843373,0.5,0.29,0.3076923076923077,0.0952380952380952,1.0,False,False,False,False,False,True,False,False,False,False,,False,False,False,False,False,False,False
Karine Gevorgyan,0.5200000000000001,0.8767123287671232,0.2903225806451615,0.1068566340160284,0.1782178217821782,0.0,0.0,0.9058823529411764,0.0,0.1111111111111111,0.0016666666666666,0.0,0.0,0.0,0.0,0.0461538461538461,0.2409638554216867,0.0,0.03,0.1153846153846153,0.0,0.0669642857142857,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Loopy Godinez,0.36,0.8493150684931506,0.1612903225806454,0.3704363312555654,0.3653465346534653,0.3933333333333333,0.1032719836400818,0.7411764705882353,0.81,0.0001,0.6783333333333333,0.3990216631726065,0.1469298245614035,0.1418439716312056,0.0588235294117647,0.1384615384615384,0.0240963855421686,0.48,0.48,0.4615384615384615,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Hannah Goldy,0.4,0.8767123287671232,0.1612903225806454,0.4621549421193232,0.4623762376237624,0.088,0.0224948875255623,0.6,0.55,0.0,0.5683333333333334,0.1761006289308176,0.1842105263157894,0.0638297872340425,0.0588235294117647,0.0615384615384615,0.0120481927710843,0.47,0.12,0.2307692307692307,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Denise Gomes,0.12,0.8493150684931506,0.2903225806451615,0.3989314336598397,0.3089108910891089,0.1173333333333333,0.0899795501022494,0.6,0.67,0.0004888888888888,0.5666666666666667,0.1397624039133473,0.1447368421052631,0.1382978723404255,0.3529411764705882,0.0307692307692307,0.0,0.5,0.31,0.3461538461538461,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False
Jennifer Gonzalez,0.64,0.8889035806844025,0.4685351665785302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1136544025398776,0.1571458908473136,0.0689252985281866,0.0862076464703579,0.435812274368231,0.322202166064982,0.340460983060261,0.1889005602240896,0.0669642857142857,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Pearl Gonzalez,0.6,0.8835616438356164,0.6129032258064515,0.1985752448797862,0.402970297029703,0.1386666666666666,0.0531697341513292,0.6705882352941176,0.0,0.9588888888888888,0.045,0.0062893081761006,0.0021929824561403,0.0035460992907801,0.0588235294117647,0.0615384615384615,0.4578313253012048,0.11,0.06,0.0769230769230769,0.0,0.0669642857142857,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Miranda Granger,0.4,0.917808219178082,0.6129032258064515,0.2484416740872662,0.2544554455445544,0.0,0.0,0.6823529411764706,0.33,0.0,0.4975,0.0538085255066387,0.0657894736842105,0.0141843971631205,0.0588235294117647,0.0153846153846153,0.0602409638554216,0.47,0.07,0.1153846153846153,0.0,0.0669642857142857,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Alexa Grasso,0.36,0.8904109589041096,0.4838709677419355,0.4158504007123775,0.3910891089108911,0.0546666666666666,0.0593047034764826,0.6941176470588235,0.59,8.888888888888889e-05,0.755,0.4751921733053808,0.3048245614035088,0.0957446808510638,0.2352941176470588,0.1538461538461538,0.0240963855421686,0.43,0.45,0.6153846153846154,0.1428571428571428,0.5,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False
Rainn Guerrero,0.4,0.8889035806844025,0.4685351665785302,0.0578806767586821,0.0861386138613861,0.436,0.0,0.5882352941176471,0.0,0.3055555555555556,0.0008333333333333,0.0006988120195667,0.0021929824561403,0.0,0.0,0.0,0.3975903614457831,1.0,0.0,0.0384615384615384,0.0,0.0669642857142857,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Chelsea Hackett,0.12,0.8889035806844025,0.4685351665785302,0.2297417631344612,0.4801980198019802,0.0,0.0,0.5529411764705883,0.5700000000000001,0.0,0.4841666666666667,0.0153738644304682,0.006578947368421,0.0,0.0,0.0,0.0,0.51,0.0,0.0384615384615384,0.0,0.0669642857142857,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Seohee Ham,0.6,0.8493150684931506,0.2258064516129034,0.3739982190560997,0.5099009900990099,0.0,0.025562372188139,0.7176470588235294,0.67,0.0,0.75,0.1558350803633822,0.0548245614035087,0.0141843971631205,0.0,0.2153846153846154,0.0240963855421686,0.4,0.0,0.6153846153846154,0.3809523809523809,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Kay Hansen,0.08,0.8493150684931506,0.2903225806451615,0.2680320569902047,0.3158415841584158,0.244,0.0797546012269938,0.611764705882353,0.38,0.0,0.7183333333333334,0.0950384346610761,0.043859649122807,0.0602836879432624,0.1176470588235294,0.0153846153846153,0.0481927710843373,0.5,0.23,0.2692307692307693,0.2857142857142857,0.0,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False
Janay Harding,0.2800000000000001,0.0,0.4685351665785302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025,0.0013976240391334,0.0,0.1136544025398776,0.1571458908473136,0.0689252985281866,0.0862076464703579,0.435812274368231,0.322202166064982,0.340460983060261,0.1889005602240896,0.0669642857142857,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Kayla Harrison,0.5200000000000001,0.9315068493150684,0.4838709677419355,0.6696349065004452,0.0287128712871287,0.5893333333333333,0.2259713701431492,0.976470588235294,1.0,0.0,0.3391666666666666,0.0041928721174004,0.006578947368421,0.1489361702127659,0.3529411764705882,0.0615384615384615,0.0843373493975903,0.72,0.4,0.6538461538461539,0.0476190476190476,0.0,False,False,False,False,False,False,True,False,False,False,,False,False,False,False,False,False,False
Felice Herrig,0.68,0.8904109589041096,0.4193548387096775,0.3419412288512911,0.5138613861386139,0.144,0.0828220858895705,0.5647058823529412,0.75,0.0,0.5541666666666667,0.2124388539482879,0.1864035087719298,0.1276595744680851,0.0588235294117647,0.1384615384615384,0.0481927710843373,0.38,0.29,0.5384615384615385,0.4761904761904761,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False
Angela Hill,0.7200000000000001,0.8630136986301369,0.3870967741935485,0.479073909171861,0.4811881188118812,0.1066666666666666,0.0132924335378323,0.7294117647058823,0.76,0.0001444444444444,0.7158333333333334,0.979035639412998,1.0,0.2375886524822694,0.2941176470588235,0.1538461538461538,0.0,0.5,0.34,0.6538461538461539,0.6190476190476191,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False
Holly Holm,0.84,0.9315068493150684,0.6774193548387095,0.2787177203918076,0.2891089108910891,0.1159999999999999,0.0061349693251533,0.6470588235294118,0.76,0.0001333333333333,0.8041666666666667,0.4605171208944794,0.2061403508771929,0.1843971631205673,0.4705882352941176,0.1076923076923077,0.0,0.41,0.3,0.576923076923077,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False,False
Barb Honchak,0.88,0.8767123287671232,0.4516129032258065,0.3597506678539626,0.4623762376237624,0.0,0.1298568507157464,0.7764705882352941,0.0,0.7844444444444444,0.0791666666666666,0.0,0.0,0.0035460992907801,0.4117647058823529,0.0307692307692307,0.3614457831325301,0.0,0.1,0.1923076923076923,0.0,0.0669642857142857,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Jamey-Lyn Horth,0.4800000000000001,0.917808219178082,0.5483870967741935,0.3535173642030276,0.3495049504950495,0.0666666666666666,0.0,0.6823529411764706,0.7000000000000001,0.0,0.75,0.0482180293501048,0.1096491228070175,0.0,0.1764705882352941,0.0,0.0240963855421686,0.62,0.25,0.2307692307692307,0.0476190476190476,0.0,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False,False
Sam Hughes,0.44,0.8904109589041096,0.3548387096774195,0.3855743544078361,0.4415841584158416,0.1133333333333333,0.0,0.6705882352941176,0.6,0.0,0.6883333333333334,0.2830188679245283,0.131578947368421,0.25177304964539,0.1176470588235294,0.0461538461538461,0.036144578313253,0.47,0.3,0.3461538461538461,0.2857142857142857,0.0,False,False,False,True,False,False,False,False,False,False,,False,False,False,False,False,False,False
Mizuki,0.3199999999999999,0.8630136986301369,0.4516129032258065,0.4060552092609082,0.5564356435643565,0.044,0.0,0.5764705882352941,0.85,0.0,0.75,0.1013277428371768,0.1293859649122807,0.0035460992907801,0.0,0.0769230769230769,0.108433734939759,0.51,0.14,0.576923076923077,0.2857142857142857,0.0,False,False,False,False,False,False,False,True,False,False,,False,False,False,False,False,False,False
Virna Jandiroba,0.6,0.8630136986301369,0.3548387096774195,0.188780053428317,0.2702970297029703,0.3053333333333333,0.1697341513292433,0.6705882352941176,0.74,0.0001444444444444,0.5891666666666667,0.1355695317959468,0.0679824561403508,0.0886524822695035,0.0588235294117647,0.0769230769230769,0.1686746987951807,0.38,0.35,0.8076923076923077,0.1428571428571428,0.0,False,False,False,False,False,True,False,False,False,False,,False,False,False,False,False,False,False
Jasmine Jasudavicius,0.5600000000000002,0.917808219178082,0.6129032258064515,0.3374888691006233,0.3811881188118812,0.3186666666666666,0.0511247443762781,0.6,0.75,0.0001444444444444,0.7458333333333333,0.1872816212438854,0.1206140350877192,0.4574468085106383,0.1176470588235294,0.1076923076923077,0.0240963855421686,0.45,0.41,0.4230769230769231,0.1428571428571428,0.0,False,True,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Yazmin Jauregui,0.12,0.8630136986301369,0.3548387096774195,0.5574354407836153,0.5069306930693069,0.0,0.0,0.6588235294117647,1.0,0.0008444444444444,0.4933333333333333,0.1418588399720475,0.0482456140350877,0.0780141843971631,0.4117647058823529,0.0615384615384615,0.0,0.38,0.0,0.4230769230769231,0.0476190476190476,0.0,False,False,False,True,False,False,False,False,False,False,,False,False,False,False,False,False,False
Joanna Jędrzejczyk,0.6,0.9041095890410958,0.4516129032258065,0.5592163846838825,0.3217821782178218,0.036,0.0051124744376278,0.7411764705882353,0.8,5.555555555555556e-05,0.9308333333333334,1.0,0.6732456140350876,0.0567375886524822,0.2352941176470588,0.1692307692307692,0.0120481927710843,0.48,0.63,0.6153846153846154,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False
Chanmi Jeon,0.16,0.8904109589041096,0.5483870967741935,0.5547640249332146,0.7693069306930693,0.0,0.0,0.6588235294117647,0.0,1.0,0.15,0.0034940600978336,0.0043859649122807,0.0141843971631205,0.0588235294117647,0.0,0.3855421686746988,0.05,0.02,0.0,0.1889005602240896,0.0669642857142857,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Liana Jojua,0.2800000000000001,0.8767123287671232,0.2258064516129034,0.2154942119323241,0.5267326732673268,0.2279999999999999,0.130879345603272,0.6352941176470588,0.5,0.0,0.4391666666666667,0.0538085255066387,0.006578947368421,0.0177304964539007,0.0588235294117647,0.0153846153846153,0.072289156626506,0.3,0.67,0.3076923076923077,0.238095238095238,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False
Jocelyn Jones-Lybarger,0.64,0.917808219178082,0.3548387096774195,0.2635796972395369,0.4782178217821782,0.0453333333333333,0.0,0.6588235294117647,0.8200000000000001,0.0,0.7275,0.0810621942697414,0.0219298245614035,0.0106382978723404,0.0,0.0769230769230769,0.0120481927710843,0.31,0.25,0.2307692307692307,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Silvana Gomez Juarez,0.68,0.8767123287671232,0.3548387096774195,0.3793410507569011,0.4,0.0,0.0,0.7294117647058823,0.3,0.0014444444444444,0.2875,0.060796645702306,0.0087719298245614,0.0248226950354609,0.4117647058823529,0.0307692307692307,0.0240963855421686,0.32,0.07,0.1923076923076923,0.0,0.0669642857142857,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False
Carli Judice,0.16,0.917808219178082,0.6129032258064515,1.0,1.0,0.1333333333333333,0.0,0.6235294117647059,0.7000000000000001,0.0,0.75,0.1963661774982529,0.1228070175438596,0.0,0.1764705882352941,0.0,0.0,0.55,0.25,0.1153846153846153,0.0952380952380952,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Ernesta Kareckaitė,0.16,0.9452054794520548,0.8064516129032255,0.703472840605521,0.6831683168316832,0.1333333333333333,0.0,0.5058823529411764,0.87,0.0,0.75,0.1341719077568134,0.0811403508771929,0.0283687943262411,0.1176470588235294,0.0461538461538461,0.0,0.42,0.67,0.1923076923076923,0.0476190476190476,0.5,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False
Kerry Kasik,0.4691428571428572,0.8889035806844025,0.4685351665785302,0.3209667088469169,0.3883863123154421,0.1703017543859649,0.0465686805841589,0.6180004157139888,0.5233374558303887,0.0860897919120533,0.5368256772673734,0.1525039940934333,0.1005904779616886,0.1136544025398776,0.1571458908473136,0.0689252985281866,0.0862076464703579,0.435812274368231,0.322202166064982,0.340460983060261,0.1889005602240896,0.0669642857142857,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Nadia Kassem,0.2400000000000001,0.8904109589041096,0.4838709677419355,0.2787177203918076,0.4435643564356436,0.0613333333333333,0.2822085889570552,0.5764705882352941,0.4,0.0,0.5433333333333333,0.0552061495457721,0.0350877192982456,0.0248226950354609,0.2352941176470588,0.0153846153846153,0.0,0.42,0.33,0.1923076923076923,0.0952380952380952,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Sarah Kaufman,0.64,0.8904109589041096,0.5483870967741935,0.5921638468388246,0.396039603960396,0.0506666666666666,0.0,0.7411764705882353,0.81,0.0,0.6658333333333334,0.5108315863032844,0.625,0.1631205673758865,0.5882352941176471,0.1076923076923077,0.0,0.46,0.5700000000000001,0.6538461538461539,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Julie Kedzie,0.4691428571428572,0.8904109589041096,0.3548387096774195,0.2582368655387355,0.3148514851485149,0.152,0.0,0.5529411764705883,0.79,0.0009555555555555,0.675,0.0754716981132075,0.0745614035087719,0.0354609929078014,0.1764705882352941,0.1538461538461538,0.036144578313253,0.36,0.24,0.6153846153846154,0.6190476190476191,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Mayana Kellem,0.84,0.8904109589041096,0.4685351665785302,0.1727515583259127,0.2871287128712871,0.0,0.0,0.7411764705882353,0.0,0.0688888888888888,0.0008333333333333,0.0006988120195667,0.0,0.0,0.0,0.0,0.2650602409638554,0.0,0.0,0.0,0.0,0.0669642857142857,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Pannie Kianzad,0.44,0.917808219178082,0.6129032258064515,0.4345503116651825,0.404950495049505,0.0546666666666666,0.0102249488752556,0.6,0.66,0.0,0.6641666666666667,0.4025157232704402,0.2697368421052631,0.0496453900709219,0.1764705882352941,0.2153846153846154,0.0,0.49,0.33,0.6538461538461539,0.4285714285714285,0.0,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False
Ji Yeon Kim,0.4800000000000001,0.917808219178082,0.8709677419354835,0.4781834372217275,0.5356435643564357,0.0,0.0112474437627811,0.6588235294117647,0.5,0.0001222222222222,0.7091666666666667,0.4849755415793151,0.1403508771929824,0.0141843971631205,0.1176470588235294,0.0615384615384615,0.036144578313253,0.37,0.0,0.3461538461538461,0.3333333333333333,1.0,True,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Justine Kish,0.5600000000000002,0.8904109589041096,0.3548387096774195,0.4016028495102404,0.4544554455445544,0.1159999999999999,0.0143149284253578,0.6823529411764706,0.5,0.0001555555555555,0.7425,0.2788259958071278,0.1162280701754386,0.0602836879432624,0.0,0.0769230769230769,0.0240963855421686,0.48,0.33,0.2692307692307693,0.1904761904761904,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False
Fatima Kline,0.12,0.9041095890410958,0.5483870967741935,0.2315227070347284,0.2643564356435643,0.1333333333333333,0.0,0.6470588235294118,0.33,0.0,0.75,0.0230607966457023,0.006578947368421,0.0106382978723404,0.1176470588235294,0.0461538461538461,0.0120481927710843,0.48,1.0,0.2307692307692307,0.0476190476190476,0.0,False,False,False,False,True,False,False,False,False,False,,False,False,False,False,False,False,False
Josefine Knutsson,0.2800000000000001,0.8630136986301369,0.0967741935483874,0.4336598397150489,0.2049504950495049,0.2666666666666666,0.0,0.6705882352941176,0.5700000000000001,0.0,0.75,0.1348707197763801,0.125,0.1489361702127659,0.0588235294117647,0.1076923076923077,0.0,0.52,0.73,0.3076923076923077,0.0,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False
Syuri Kondo,0.5200000000000001,0.8767123287671232,0.5161290322580645,0.4808548530721282,0.7148514851485148,0.0,0.0337423312883435,0.6823529411764706,0.8300000000000001,0.0,0.5691666666666667,0.1495457721872816,0.0635964912280701,0.0106382978723404,0.0588235294117647,0.0769230769230769,0.0,0.45,0.06,0.1153846153846153,0.0,0.0669642857142857,False,False,False,False,False,False,False,False,True,False,,False,False,False,False,False,False,False
Karolina Kowalkiewicz,0.68,0.8630136986301369,0.3548387096774195,0.5084594835262689,0.5495049504950495,0.0453333333333333,0.0204498977505112,0.6823529411764706,0.73,0.0,0.6575000000000001,0.6925227113906359,0.5372807017543859,0.1418439716312056,0.0588235294117647,0.1846153846153846,0.036144578313253,0.43,0.24,0.6153846153846154,0.3809523809523809,0.0,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False
Aspen Ladd,0.2800000000000001,0.9041095890410958,0.4838709677419355,0.3365983971504897,0.4603960396039604,0.208,0.0603271983640081,0.5529411764705883,0.63,0.0002222222222222,0.5483333333333333,0.0950384346610761,0.1140350877192982,0.3617021276595744,0.3529411764705882,0.0307692307692307,0.0120481927710843,0.47,0.47,0.3461538461538461,0.1428571428571428,0.0,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False
Corinne Laframboise,0.5200000000000001,0.8889035806844025,0.4685351665785302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1136544025398776,0.1571458908473136,0.0689252985281866,0.0862076464703579,0.435812274368231,0.322202166064982,0.340460983060261,0.1889005602240896,0.0669642857142857,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Tina Lahdemaki,0.5600000000000002,0.8493150684931506,0.2258064516129034,0.1718610863757791,0.4623762376237624,0.0,0.0,0.6705882352941176,0.17,0.0,0.75,0.0181691125087351,0.006578947368421,0.0,0.0588235294117647,0.0307692307692307,0.0240963855421686,0.21,0.05,0.0384615384615384,0.0,0.0669642857142857,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Lina Lansberg,0.8000000000000002,0.917808219178082,0.4516129032258065,0.2395369545859305,0.3831683168316832,0.0693333333333333,0.0102249488752556,0.5176470588235293,0.47,0.0002333333333333,0.6583333333333333,0.1111111111111111,0.3728070175438596,0.2163120567375886,0.2352941176470588,0.0923076923076923,0.0,0.55,0.28,0.3846153846153846,0.3809523809523809,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,True,False,False,False
Sandra Lavado,0.3199999999999999,0.8889035806844025,0.4685351665785302,0.0774710596616206,0.2643564356435643,0.0,0.0,0.4,0.33,0.0,0.75,0.0069881201956673,0.006578947368421,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0476190476190476,0.0,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
Andrea Lee,0.5600000000000002,0.9041095890410958,0.7096774193548385,0.4194122885129118,0.3792079207920792,0.2266666666666666,0.058282208588957,0.7411764705882353,0.55,8.888888888888889e-05,0.7108333333333334,0.493361285814116,0.2171052631578947,0.2340425531914893,0.1764705882352941,0.0769230769230769,0.0602409638554216,0.47,0.55,0.5,0.4761904761904761,0.0,False,False,False,False,False,False,False,False,False,False,,False,True,False,False,False,False,False
Claudia Leite,0.2,0.8889035806844025,0.4685351665785302,0.1130899376669634,0.1712871287128713,0.1333333333333333,0.1022494887525562,0.6705882352941176,0.0,1.0,0.0125,0.0013976240391334,0.0043859649122807,0.0,0.0,0.0,0.5783132530120483,0.25,0.0,0.0384615384615384,0.0,0.0669642857142857,False,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,False,False
